priority,poi_id,name,location,category,latitude,longitude,fields_to_check,source_url
2,osm:way:630377259,Bãi biển Tiên Sa,Đà Nẵng,beach,16.1243646,108.22100094341054,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/630377259
2,osm:way:631064893,Quan Công Miếu,Đà Nẵng,attraction,15.87754035,108.33138950152286,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/631064893
2,osm:way:631070197,Chùa Pháp Bảo,Đà Nẵng,temple,15.87859035,108.3273082326159,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/631070197
2,osm:way:635620774,Giáo xứ An Ngãi Đông,Đà Nẵng,temple,16.0763673,108.11456450381007,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/635620774
2,osm:way:636068988,Văn chỉ Minh Hương,Đà Nẵng,temple,15.87873395,108.33046340358857,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/636068988
2,osm:way:693383334,Nhà thờ Giáo xứ An Hải,Đà Nẵng,temple,16.06909165,108.22981202701928,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/693383334
2,osm:way:693441028,Đình Mỹ Khê,Đà Nẵng,temple,16.0650452,108.2425921,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/693441028
2,osm:way:694479601,Nhà thờ Tin lành Tân An,Đà Nẵng,temple,16.06639375,108.20301293639156,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/694479601
2,osm:way:694831926,Cầu Rồng,Đà Nẵng,attraction,16.061168199999997,108.22789676392529,verified_entrance|independent_source_review,https://www.openstreetmap.org/way/694831926
2,osm:way:695008783,Miếu Cây Đa Đò Xu,Đà Nẵng,temple,16.02771015,108.2218037,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/695008783
2,osm:way:760601272,Chùa Long Thơ,Đà Nẵng,temple,16.0692558,108.22427229326604,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/760601272
2,osm:way:780484947,Nhà thờ Tin Lành,Đà Nẵng,temple,16.05200105,108.23505790427335,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/780484947
2,osm:way:782381624,VinWonders Nam Hội An,Đà Nẵng,theme_park,15.788779550000001,108.41078807504506,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/782381624
2,osm:way:834422404,EKOCENTER playground,Đà Nẵng,park,16.07403275,108.17000385175427,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/834422404
